python-pytoml 0.1.21-4
python-pyzmq 19.0.1-1
python-requests 2.24.0-1
python-resolvelib 0.4.0-1
python-retrying 1.3.3-7
python-scipy 1.5.1-1
python-send2trash 1.5.0-4
python-setproctitle 1.1.10-5
python-setuptools 1:49.2.0-1
python-shapely 1.7.0-1
python-shiboken2 5.15.0-1
python-sip 4.19.23-1
python-sip-pyqt5 4.19.19-3
python-six 1.15.0-1
python-terminado 0.8.3-1
python-testpath 0.4.4-1
python-toml 0.10.1-1
python-tornado 6.0.4-2
python-traitlets 4.3.3-3
python-urllib3 1.25.9-1
python-wcwidth 0.2.5-1
python-webencodings 0.5.1-4
python-wxpython 4.0.7.2-1
python-xapp 2.0.0-1
python-zipp 3.1.0-1
python2 2.7.18-1
python2-appdirs 1.4.4-1
python2-backports 1.0-3
python2-cachecontrol 0.12.6-1
python2-cairo 1.18.2-4
python2-chardet 3.0.4-5
python2-colorama 0.4.3-1
python2-configparser 4.0.2-2
python2-contextlib2 0.6.0.post1-1
python2-dbus 1.2.16-1
python2-distlib 0.3.1-1
python2-distro 1.5.0-1
python2-future 0.18.2-2
python2-gobject2 2.28.7-5
python2-html5lib 1.1-1
python2-idna 2.10-1
python2-importlib-metadata 1.6.1-1
python2-ipaddress 1.0.23-2
python2-msgpack 0.6.2-3
python2-numpy 1.16.6-1
python2-opengl 3.1.5-1
python2-ordered-set 3.1.1-3
python2-packaging 20.4-1
python2-pathlib2 2.3.5-1
python2-pep517 0.8.2-1
python2-pip 20.1.1-1
python2-power-git 20141003-5
python2-progress 1.5-3
python2-pyglet 1.4.10-1
python2-pyparsing 2.4.7-1
python2-pyserial 3.4-4
python2-pytoml 0.1.21-3
python2-requests 2.24.0-1
python2-resolvelib 0.4.0-1
python2-retrying 1.3.3-7
python2-scandir 1.10.0-3
python2-setuptools 2:44.1.1-1
python2-six 1.15.0-1
python2-toml 0.10.1-1
python2-urllib3 1.25.9-1
python2-urwid 2.1.0-1
python2-webencodings 0.5.1-4
python2-wxpython3 3.0.2.0-3
python2-zipp 1:1.1.1-1
qpdf 10.0.1-1
qrencode 4.0.2-2
qscintilla-qt5 2.11.5-1
qt5-base 5.15.0-4
qt5-declarative 5.15.0-1
qt5-graphicaleffects 5.15.0-1
qt5-location 5.15.0-1
qt5-multimedia 5.15.0-1
qt5-networkauth 5.15.0-1
qt5-quickcontrols 5.15.0-1
qt5-quickcontrols2 5.15.0-1
qt5-script 5.15.0-1
qt5-sensors 5.15.0-1
qt5-speech 5.15.0-1
qt5-svg 5.15.0-1
qt5-tools 5.15.0-2
qt5-webchannel 5.15.0-1
qt5-webkit 5.212.0alpha4-6
qt5-websockets 5.15.0-1
qt5-x11extras 5.15.0-1
qt5-xmlpatterns 5.15.0-1
rapidjson 1.1.0-5
raptor 2.0.15-13
rasqal 1:0.9.33-3
rav1e 0.3.3-1
re2 1:20200706-1
readline 8.0.004-1
recode 3.7.6-2
redland 1:1.0.17-8
reiserfsprogs 3.6.27-3
rest 0.8.1-3
retroarch 1.8.9-1
retroarch-assets-xmb 1:323-1
rhash 1.3.9-2
ripgrep 12.1.1-1
ristretto 0.10.0-3
rtkit 0.13-1
rtl-sdr 1:0.6.0-2
rtmpdump 1:2.4.r96.fa8646d-6
ruby 2.7.1-2
ruby-irb 1.2.4-1
ruby-reline 0.1.4-1
rubygems 3.1.3-1
run-parts 4.8.6.1-2
runc 1.0.0rc91-1
rxvt-unicode 9.22-10
rxvt-unicode-terminfo 9.22-10
s-nail 14.9.19-1
sane 1.0.30-1
sbc 1.4-2
screen 4.8.0-1
sdl 1.2.15-14
sdl2 2.0.12-2
sdl2_image 2.0.5-2
sdl2_mixer 2.0.4-4
sdl_image 1.2.12-6
sdl_ttf 2.0.11-6
sed 4.8-1
semver 7.3.2-1
sf-transrobotics 1.0-1
sfml 2.5.1-2
sg3_utils 1.45-1
shaderc 2020.0-1
shadow 4.8.1-3
shared-mime-info 2.0+1+g6bf9e4f-2
shiboken2 5.15.0-1
slang 2.3.2-2
slock 1.4-4
smbclient 4.12.3-1
snappy 1.1.8-1
solid 5.72.0-1
sonnet 5.72.0-1
soqt 1.6.0-1
sound-theme-freedesktop 0.8-4
source-highlight 3.1.9-2
spatialindex 1.9.3-1
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-llvm-translator 10.0.0-1
spirv-tools 2020.2-1
sqlite 3.32.3-1
srt 1.4.1-2
sshfs 3.7.0-1
startup-notification 0.12-7
steam 1.0.0.64-1
stlink 1.6.1-1
stow 2.3.1-3
sudo 1.9.1-1
suitesparse 5.8.1-1
swig 4.0.2-1
sysfsutils 2.1.0-11
systemd 245.6-8
systemd-libs 245.6-8
systemd-sysvcompat 245.6-8
taglib 1.11.1-4
talloc 2.3.1-2
tar 1.32-3
tbb 2020.2-1
tcl 8.6.10-2
tdb 1.4.3-2
teensy-loader-cli 2.1-4
tevent 1:0.10.2-1
texinfo 6.7-3
thin-provisioning-tools 0.8.5-3
thunar 1.8.15-1
thunar-archive-plugin 0.4.0-3
thunar-media-tags-plugin 0.3.0-2
thunar-volman 0.9.5-3
thunderbird 68.10.0-1
tilda 1.4.1-1
tinyserial 20090305-4
tk 8.6.10-2
tmux 3.1_b-1
torcs 1.3.7-3
torcs-data 1.3.7-2
traceroute 2.1.0-5
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-2
ttf-hack 3.003-3
ttf-liberation 2.1.1-1
tumbler 0.2.8-2
tzdata 2020a-1
udisks2 2.9.0-1
unzip 6.0-14
upower 0.99.11-3
uranium 4.5.0-2
usbmuxd 1.1.1-1
usbutils 012-2
util-linux 2.35.2-1
v4l-utils 1.20.0-1
vala 0.48.7-1
valgrind 3.15.0+269+gd772e2599-1
vdpauinfo 1.4-1
vi 1:070224-4
vid.stab 1.1-3
vim-runtime 8.2.0814-3
virtualgl 2.6.3-1
vlc 3.0.11-1
vmaf 1.5.2-1
volume_key 0.3.12-3
vte-common 0.60.3-1
vte3 0.60.3-1
vtk 8.2.0-14
vulkan-icd-loader 1.2.147-1
wayland 1.18.0-2
wayland-protocols 1.20-1
webkit2gtk 2.28.3-1
webrtc-audio-processing 0.3.1-2
wget 1.20.3-3
which 2.21-5
whois 5.5.6-1
wipe 2.3.1-5
wireless_tools 30.pre9-3
wmctrl 1.07-6
woff2 1.0.2-3
wol 0.7.1-9
words 2.1-6
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.1-1
wxgtk-common 3.0.5.1-1
wxgtk3 3.0.5.1-1
x264 3:0.159.r2999.296494a-1
x265 3.4-1
xapps 1.8.8-1
xautolock 2.2-6
xbitmaps 1.1.2-2
xcb-proto 1.14-1
xcb-util 0.4.0-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xclip 0.13-3
xdg-dbus-proxy 0.1.2-2
xdg-desktop-portal 1.7.2-1
xdg-desktop-portal-gtk 1.7.1-1
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20160805.1-3
xerces-c 3.2.3-1
xf86-input-evdev 2.10.6-2
xf86-input-libinput 0.30.0-1
xf86-input-synaptics 1.9.1-2
xf86-input-wacom 0.39.0-2
xf86-video-intel 1:2.99.917+908+g7181c5a4-1
xfburn 0.6.2-1
xfce4-appfinder 4.14.0-2
xfce4-artwork 0.1.1a_git20110420-6
xfce4-battery-plugin 1.1.3-2
xfce4-clipman-plugin 1.6.1-1
xfce4-cpufreq-plugin 1.2.1-2
xfce4-cpugraph-plugin 1.1.0-2
xfce4-datetime-plugin 0.8.0-2
xfce4-dict 0.8.3-2
xfce4-diskperf-plugin 2.6.2-2
xfce4-eyes-plugin 4.5.1-1
xfce4-fsguard-plugin 1.1.1-2
xfce4-genmon-plugin 4.0.2-2
xfce4-mount-plugin 1.1.3-2
xfce4-mpc-plugin 0.5.2-2
xfce4-netload-plugin 1.3.2-2
xfce4-notes-plugin 1.8.1-5
xfce4-notifyd 0.6.1-1
xfce4-panel 4.14.4-1
xfce4-power-manager 1.6.6-1
xfce4-pulseaudio-plugin 0.4.3-1
xfce4-screenshooter 1.9.7-2
xfce4-sensors-plugin 1.3.92-2
xfce4-session 4.14.2-2
xfce4-settings 4.14.3-1
xfce4-smartbookmark-plugin 0.5.1-2
xfce4-systemload-plugin 1.2.3-2
xfce4-taskmanager 1.2.3-1
xfce4-terminal 0.8.9.2-1
xfce4-time-out-plugin 1.1.1-1
xfce4-timer-plugin 1.7.0-2
xfce4-verve-plugin 2.0.0-2
xfce4-wavelan-plugin 0.6.1-2
xfce4-weather-plugin 0.10.1-1
xfce4-whiskermenu-plugin 2.4.4-1
xfce4-xkb-plugin 0.8.1-3
xfconf 4.14.3-1
xfdesktop 4.14.2-2
xfsprogs 5.6.0-2
xfwm4 4.14.2-1
xfwm4-themes 4.10.0-4
xkeyboard-config 2.30-2
xmlsec 1.2.30-2
xorg-bdftopcf 1.1-2
xorg-font-util 1.3.2-2
xorg-font-utils 7.6-6
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.8-2
xorg-luit 1.1.1-4
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.8-2
xorg-server-common 1.20.8-2
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.2-2
xorg-smproxy 1.0.6-3
xorg-x11perf 1.6.1-2
xorg-xauth 1.1-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.2-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-2
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.3-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.4-2
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.0-2
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwd 1.0.7-2
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2020.1-1
xreader 2.6.4-1
xsel 1.2.0.20190821-1
xss-lock 0.3.0.g1e158fb20108-3
xterm 358-1
xvidcore 1.3.7-2
xz 5.2.5-1
yajl 2.1.0-3
yasm 1.3.0-4
yay 10.0.2-1
yelp-tools 3.32.2-2
yelp-xsl 3.36.0-1
zenity 3.32.0+17+gfb0938f-2
zeromq 4.3.2-2
zip 3.0-9
zita-alsa-pcmi 0.3.2-3
zita-resampler 1.6.2-3
zlib 1:1.2.11-4
zoom 5.1.422789.0705-1
zstd 1.4.5-1
